DEPT [M],AC [US/F],CALI [IN],DEN [G/CC],GR [GAPI],NEU [%],RDEP [OHMM],RMED [OHMM]
2529.584,nan,nan,nan,90.1119,nan,nan,nan
2529.7364,nan,nan,nan,90.0049,nan,nan,nan
2529.8888,nan,nan,nan,89.8982,nan,nan,nan
2530.0412,nan,nan,nan,89.7914,nan,nan,nan
2530.1936,nan,nan,nan,89.6847,nan,nan,nan
2530.346,nan,nan,nan,89.5779,nan,nan,nan
2530.4984,nan,nan,nan,89.4711,nan,nan,nan
2530.6508,nan,nan,nan,89.3715,nan,nan,nan
2530.8032,nan,nan,nan,89.585,nan,nan,nan
2530.9556,nan,nan,nan,90.4295,nan,nan,nan
2531.108,nan,nan,nan,90.8535,nan,nan,nan
2531.2604,nan,nan,nan,90.4264,nan,nan,nan
2531.4128,nan,nan,nan,89.9994,nan,nan,nan
2531.5652,nan,nan,nan,89.5821,nan,nan,nan
2531.7176,nan,nan,nan,89.5927,nan,nan,nan
2531.87,nan,nan,nan,90.4389,nan,nan,nan
2532.0224,nan,nan,nan,91.0,nan,nan,nan
2532.1748,nan,nan,nan,90.9802,nan,nan,nan
2532.3272,nan,nan,nan,90.0917,nan,nan,nan
2532.4796,nan,nan,nan,87.5521,nan,nan,nan
2532.632,nan,nan,nan,86.6249,nan,nan,nan
2532.7844,nan,nan,nan,88.77,nan,nan,nan
2532.9368,nan,nan,nan,90.9152,nan,nan,nan
2533.0892,nan,nan,nan,93.0434,nan,nan,nan
2533.2416,nan,nan,nan,94.2773,nan,nan,nan
2533.394,nan,nan,nan,93.851,nan,nan,nan
2533.5464,nan,nan,nan,93.424,nan,nan,nan
2533.6988,nan,nan,nan,92.9969,nan,nan,nan
2533.8512,nan,nan,nan,92.5694,nan,nan,nan
2534.0036,nan,nan,nan,92.1671,nan,nan,nan
2534.156,nan,nan,nan,92.8205,nan,nan,nan
2534.3084,nan,nan,nan,95.3818,nan,nan,nan
2534.4608,nan,nan,nan,97.4915,nan,nan,nan
2534.6132,nan,nan,nan,98.7579,nan,nan,nan
2534.7656,nan,nan,nan,98.9491,nan,nan,nan
2534.918,nan,nan,nan,97.2486,nan,nan,nan
2535.0704,nan,nan,nan,96.3183,nan,nan,nan
2535.2228,nan,nan,nan,96.7297,nan,nan,nan
2535.3752,nan,nan,nan,96.4131,nan,nan,nan
2535.5276,nan,nan,nan,94.8731,nan,nan,nan
2535.68,nan,nan,nan,94.636,nan,nan,nan
2535.8324,nan,nan,nan,96.6329,nan,nan,nan
2535.9848,nan,nan,nan,97.9149,nan,nan,nan
2536.1372,nan,nan,nan,97.9925,nan,nan,nan
2536.2896,nan,nan,nan,98.07,nan,nan,nan
2536.442,nan,nan,nan,98.1476,nan,nan,nan
2536.5944,nan,nan,nan,98.2253,nan,nan,nan
2536.7468,nan,nan,nan,98.3029,nan,nan,nan
2536.8992,nan,nan,nan,98.3805,nan,nan,nan
2537.0516,nan,nan,nan,98.4579,nan,nan,nan
2537.204,nan,nan,nan,98.5357,nan,nan,nan
2537.3564,nan,nan,nan,98.6133,nan,nan,nan
2537.5088,nan,nan,nan,98.6908,nan,nan,nan
2537.6612,nan,nan,nan,98.7684,nan,nan,nan
2537.8136,nan,nan,nan,98.8459,nan,nan,nan
2537.966,nan,nan,nan,98.9236,nan,nan,nan
2538.1184,nan,nan,nan,99.0012,nan,nan,nan
2538.2708,nan,nan,nan,99.0788,nan,nan,nan
2538.4232,nan,nan,nan,99.1564,nan,nan,nan
2538.5756,nan,nan,nan,99.234,nan,nan,nan
2538.728,nan,nan,nan,99.3116,nan,nan,nan
2538.8804,nan,nan,nan,99.3892,nan,nan,nan
2539.0328,nan,nan,nan,99.4668,nan,nan,nan
2539.1852,nan,nan,nan,99.5202,nan,nan,nan
2539.3376,nan,nan,nan,98.5247,nan,nan,nan
2539.49,nan,nan,nan,95.974,nan,nan,nan
2539.6424,nan,nan,nan,94.7906,nan,nan,nan
2539.7948,nan,nan,nan,95.6547,nan,nan,nan
2539.9472,nan,nan,nan,96.5204,nan,nan,nan
2540.0996,nan,nan,nan,97.3851,nan,nan,nan
2540.252,nan,nan,nan,98.3179,nan,nan,nan
2540.4044,nan,nan,nan,99.3509,nan,nan,nan
2540.5568,nan,nan,nan,100.4784,nan,nan,nan
2540.7092,nan,nan,nan,101.7292,nan,nan,nan
2540.8616,nan,nan,nan,102.5804,nan,nan,nan
2541.014,nan,nan,nan,102.8423,nan,nan,nan
2541.1664,nan,nan,nan,102.2875,nan,nan,nan
2541.3188,nan,nan,nan,100.5584,nan,nan,nan
2541.4712,nan,nan,nan,98.4756,nan,nan,nan
2541.6236,nan,nan,nan,95.936,nan,nan,nan
2541.776,nan,nan,nan,95.0533,nan,nan,nan
2541.9284,nan,nan,nan,96.4715,nan,nan,nan
2542.0808,nan,nan,nan,96.9838,nan,nan,nan
2542.2332,nan,nan,nan,96.275,nan,nan,nan
2542.3856,nan,nan,nan,96.3836,nan,nan,nan
2542.538,nan,nan,nan,97.6091,nan,nan,nan
2542.6904,nan,nan,nan,98.6825,nan,nan,nan
2542.8428,nan,nan,nan,99.5359,nan,nan,nan
2542.9952,nan,nan,nan,99.9302,nan,nan,nan
2543.1476,nan,nan,nan,99.6685,nan,nan,nan
2543.3,nan,nan,nan,97.5444,nan,nan,nan
2543.4524,nan,nan,nan,93.0367,nan,nan,nan
2543.6048,nan,nan,nan,91.7236,nan,nan,nan
2543.7572,nan,nan,nan,94.6141,nan,nan,nan
2543.9096,nan,nan,nan,98.8656,nan,nan,nan
2544.062,nan,nan,nan,104.8337,nan,nan,nan
2544.2144,nan,nan,nan,108.181,nan,nan,nan
2544.3668,nan,nan,nan,108.1722,nan,nan,nan
2544.5192,nan,nan,nan,107.7878,nan,nan,nan
2544.6716,nan,nan,nan,106.9219,nan,nan,nan
2544.824,nan,nan,nan,106.0623,nan,nan,nan
2544.9764,nan,nan,nan,105.213,nan,nan,nan
2545.1288,nan,nan,nan,104.5471,nan,nan,nan
2545.2812,nan,nan,nan,104.1192,nan,nan,nan
2545.4336,nan,nan,nan,104.078,nan,nan,nan
2545.586,nan,nan,nan,104.511,nan,nan,nan
2545.7384,nan,nan,nan,104.749,nan,nan,nan
2545.8908,nan,nan,nan,104.7401,nan,nan,nan
2546.0432,nan,nan,nan,104.3462,nan,nan,nan
2546.1956,nan,nan,nan,103.4872,nan,nan,nan
2546.348,nan,nan,nan,102.6281,nan,nan,nan
2546.5004,nan,nan,nan,101.7781,nan,nan,nan
2546.6528,nan,nan,nan,101.317,nan,nan,nan
2546.8052,nan,nan,nan,101.3352,nan,nan,nan
2546.9576,nan,nan,nan,102.1354,nan,nan,nan
2547.11,nan,nan,nan,103.8352,nan,nan,nan
2547.2624,nan,nan,nan,104.749,nan,nan,nan
2547.4148,nan,nan,nan,104.7397,nan,nan,nan
2547.5672,nan,nan,nan,104.3329,nan,nan,nan
2547.7196,nan,nan,nan,103.4684,nan,nan,nan
2547.872,nan,nan,nan,102.6091,nan,nan,nan
2548.0244,nan,nan,nan,101.7322,nan,nan,nan
2548.1768,nan,nan,nan,99.8489,nan,nan,nan
2548.3292,nan,nan,nan,96.8258,nan,nan,nan
2548.4816,nan,nan,nan,92.9953,nan,nan,nan
2548.634,nan,nan,nan,88.2814,nan,nan,nan
2548.7864,nan,nan,nan,84.1635,nan,nan,nan
2548.9388,nan,nan,nan,80.7838,nan,nan,nan
2549.0912,nan,nan,nan,80.2529,nan,nan,nan
2549.2436,nan,nan,nan,82.8066,nan,nan,nan
2549.396,nan,nan,nan,84.136,nan,nan,nan
2549.5484,nan,nan,nan,84.2222,nan,nan,nan
2549.7008,nan,nan,nan,87.9942,nan,nan,nan
2549.8532,nan,nan,nan,95.6508,nan,nan,nan
2550.0056,nan,nan,nan,99.877,nan,nan,nan
2550.158,nan,nan,nan,100.4475,nan,nan,nan
2550.3104,nan,nan,nan,100.8815,nan,nan,nan
2550.4628,nan,nan,nan,101.1432,nan,nan,nan
2550.6152,nan,nan,nan,100.1364,nan,nan,nan
2550.7676,nan,nan,nan,97.8033,nan,nan,nan
2550.92,nan,nan,nan,95.436,nan,nan,nan
2551.0724,nan,nan,nan,93.1126,nan,nan,nan
2551.2248,nan,nan,nan,93.8484,nan,nan,nan
2551.3772,nan,nan,nan,97.6669,nan,nan,nan
2551.5296,nan,nan,nan,99.59,nan,nan,nan
2551.682,nan,nan,nan,99.5701,nan,nan,nan
2551.8344,nan,nan,nan,98.7005,nan,nan,nan
2551.9868,nan,nan,nan,97.0349,nan,nan,nan
2552.1392,nan,nan,nan,97.4973,nan,nan,nan
2552.2916,nan,nan,nan,100.0138,nan,nan,nan
2552.444,nan,nan,nan,99.5155,nan,nan,nan
2552.5964,nan,nan,nan,96.1294,nan,nan,nan
2552.7488,nan,nan,nan,95.3371,nan,nan,nan
2552.9012,nan,nan,nan,97.0582,nan,nan,nan
2553.0536,nan,nan,nan,98.3354,nan,nan,nan
2553.206,nan,nan,nan,99.172,nan,nan,nan
2553.3584,nan,nan,nan,99.2864,nan,nan,nan
2553.5108,nan,nan,nan,98.7069,nan,nan,nan
2553.6632,nan,nan,nan,97.7971,nan,nan,nan
2553.8156,nan,nan,nan,96.5789,nan,nan,nan
2553.968,nan,nan,nan,95.3606,nan,nan,nan
2554.1204,nan,nan,nan,94.1518,nan,nan,nan
2554.2728,nan,nan,nan,93.3494,nan,nan,nan
2554.4252,nan,nan,nan,92.9379,nan,nan,nan
2554.5776,nan,nan,nan,93.1873,nan,nan,nan
2554.73,nan,nan,nan,94.0623,nan,nan,nan
2554.8824,nan,nan,nan,95.833,nan,nan,nan
2555.0348,nan,nan,nan,98.3522,nan,nan,nan
2555.1872,nan,nan,nan,98.1826,nan,nan,nan
2555.3396,nan,nan,nan,95.6005,nan,nan,nan
2555.492,nan,nan,nan,93.0236,nan,nan,nan
2555.6444,nan,nan,nan,90.4631,nan,nan,nan
2555.7968,nan,nan,nan,88.5839,nan,nan,nan
2555.9492,nan,nan,nan,87.33,nan,nan,nan
2556.1016,nan,nan,nan,87.6643,nan,nan,nan
2556.254,nan,nan,nan,89.3771,nan,nan,nan
2556.4064,nan,nan,nan,90.8656,nan,nan,nan
2556.5588,nan,nan,nan,92.16,nan,nan,nan
2556.7112,nan,nan,nan,93.6838,nan,nan,nan
2556.8636,nan,nan,nan,95.2833,nan,nan,nan
2557.016,nan,nan,nan,91.8133,nan,nan,nan
2557.1684,nan,nan,nan,84.1596,nan,nan,nan
2557.3208,nan,nan,nan,79.4974,nan,nan,nan
2557.4732,nan,nan,nan,77.4283,nan,nan,nan
2557.6256,nan,nan,nan,78.6015,nan,nan,nan
2557.778,nan,nan,nan,82.3614,nan,nan,nan
2557.9304,nan,nan,nan,81.4536,nan,nan,nan
2558.0828,nan,nan,nan,76.9019,nan,nan,nan
2558.2352,nan,nan,nan,79.838,nan,nan,nan
2558.3876,nan,nan,nan,88.7684,nan,nan,nan
2558.54,nan,nan,nan,92.9232,nan,nan,nan
2558.6924,nan,nan,nan,93.2663,nan,nan,nan
2558.8448,nan,nan,nan,93.6099,nan,nan,nan
2558.9972,nan,nan,nan,93.9536,nan,nan,nan
2559.1496,nan,nan,nan,94.2977,nan,nan,nan
2559.302,nan,nan,nan,94.6414,nan,nan,nan
2559.4544,nan,nan,nan,94.9845,nan,nan,nan
2559.6068,nan,nan,nan,95.3281,nan,nan,nan
2559.7592,nan,nan,nan,95.6723,nan,nan,nan
2559.9116,nan,nan,nan,96.0159,nan,nan,nan
2560.064,nan,nan,nan,96.3596,nan,nan,nan
2560.2164,nan,nan,nan,96.7027,nan,nan,nan
2560.3688,nan,nan,nan,97.0463,nan,nan,nan
2560.5212,nan,nan,nan,97.3905,nan,nan,nan
2560.6736,nan,nan,nan,97.7341,nan,nan,nan
2560.826,nan,nan,nan,98.0777,nan,nan,nan
2560.9784,nan,nan,nan,98.4208,nan,nan,nan
2561.1308,nan,nan,nan,98.765,nan,nan,nan
2561.2832,nan,nan,nan,99.1086,nan,nan,nan
2561.4356,nan,nan,nan,99.4476,nan,nan,nan
2561.588,nan,nan,nan,99.59,nan,nan,nan
2561.7404,nan,nan,nan,99.5316,nan,nan,nan
2561.8928,nan,nan,nan,97.0031,nan,nan,nan
2562.0452,nan,nan,nan,92.7891,nan,nan,nan
2562.1976,nan,nan,nan,92.2138,nan,nan,nan
2562.35,nan,nan,nan,94.2114,nan,nan,nan
2562.5024,nan,nan,nan,95.7087,nan,nan,nan
2562.6548,nan,nan,nan,96.8541,nan,nan,nan
2562.8072,nan,nan,nan,97.9996,nan,nan,nan
2562.9596,nan,nan,nan,99.1192,nan,nan,nan
2563.112,nan,nan,nan,99.1506,nan,nan,nan
2563.2644,nan,nan,nan,98.435,nan,nan,nan
2563.4168,nan,nan,nan,97.7183,nan,nan,nan
2563.5692,nan,nan,nan,97.0015,nan,nan,nan
2563.7216,nan,nan,nan,96.2848,nan,nan,nan
2563.874,nan,nan,nan,95.5681,nan,nan,nan
2564.0264,nan,nan,nan,94.8514,nan,nan,nan
2564.1788,nan,nan,nan,94.1347,nan,nan,nan
2564.3312,nan,nan,nan,93.4179,nan,nan,nan
2564.4836,nan,nan,nan,92.7001,nan,nan,nan
2564.636,nan,nan,nan,91.9845,nan,nan,nan
2564.7884,nan,nan,nan,91.2963,nan,nan,nan
2564.9408,nan,nan,nan,91.8088,nan,nan,nan
2565.0932,nan,nan,nan,93.1515,nan,nan,nan
2565.2456,nan,nan,nan,96.6714,nan,nan,nan
2565.398,nan,nan,nan,101.3721,nan,nan,nan
2565.5504,nan,nan,nan,97.8401,nan,nan,nan
2565.7028,nan,nan,nan,89.2169,nan,nan,nan
2565.8552,nan,nan,nan,86.6793,nan,nan,nan
2566.0076,nan,nan,nan,87.9654,nan,nan,nan
2566.16,nan,nan,nan,89.2494,nan,nan,nan
2566.3124,nan,nan,nan,90.5709,nan,nan,nan
2566.4648,nan,nan,nan,93.3814,nan,nan,nan
2566.6172,nan,nan,nan,97.0249,nan,nan,nan
2566.7696,nan,nan,nan,96.8795,nan,nan,nan
2566.922,nan,nan,nan,94.4794,nan,nan,nan
2567.0744,nan,nan,nan,93.4415,nan,nan,nan
2567.2268,nan,nan,nan,93.2277,nan,nan,nan
2567.3792,nan,nan,nan,93.0141,nan,nan,nan
2567.5316,nan,nan,nan,92.9308,nan,nan,nan
2567.684,nan,nan,nan,98.2996,nan,nan,nan
2567.8364,nan,nan,nan,106.7122,nan,nan,nan
2567.9888,nan,nan,nan,107.6425,nan,nan,nan
2568.1412,nan,nan,nan,104.2063,nan,nan,nan
2568.2936,nan,nan,nan,100.77,nan,nan,nan
2568.446,nan,nan,nan,97.3622,nan,nan,nan
2568.5984,nan,nan,nan,94.9115,nan,nan,nan
2568.7508,nan,nan,nan,93.0541,nan,nan,nan
2568.9032,nan,nan,nan,92.7717,nan,nan,nan
2569.0556,nan,nan,nan,93.3988,nan,nan,nan
2569.208,nan,nan,nan,95.0044,nan,nan,nan
2569.3604,nan,nan,nan,97.1047,nan,nan,nan
2569.5128,nan,nan,nan,96.7349,nan,nan,nan
2569.6652,nan,nan,nan,95.0325,nan,nan,nan
2569.8176,nan,nan,nan,94.432,nan,nan,nan
2569.97,nan,nan,nan,94.4539,nan,nan,nan
2570.1224,nan,nan,nan,95.3951,nan,nan,nan
2570.2748,nan,nan,nan,96.7485,nan,nan,nan
2570.4272,nan,nan,nan,94.6049,nan,nan,nan
2570.5796,nan,nan,nan,90.697,nan,nan,nan
2570.732,nan,nan,nan,91.0309,nan,nan,nan
2570.8844,nan,nan,nan,93.5457,nan,nan,nan
2571.0368,nan,nan,nan,93.6557,nan,nan,nan
2571.1892,nan,nan,nan,92.5657,nan,nan,nan
2571.3416,nan,nan,nan,93.8014,nan,nan,nan
2571.494,nan,nan,nan,96.2068,nan,nan,nan
2571.6464,nan,nan,nan,97.3097,nan,nan,nan
2571.7988,nan,nan,nan,97.7001,nan,nan,nan
2571.9512,nan,nan,nan,96.1153,nan,nan,nan
2572.1036,nan,nan,nan,93.5797,nan,nan,nan
2572.256,nan,nan,nan,93.0197,nan,nan,nan
2572.4084,nan,nan,nan,93.3657,nan,nan,nan
2572.5608,nan,nan,nan,90.3163,nan,nan,nan
2572.7132,nan,nan,nan,85.6561,nan,nan,nan
2572.8656,nan,nan,nan,84.136,nan,nan,nan
2573.018,nan,nan,nan,84.1088,nan,nan,nan
2573.1704,nan,nan,nan,82.9416,nan,nan,nan
2573.3228,nan,nan,nan,81.2454,nan,nan,nan
2573.4752,nan,nan,nan,80.4639,nan,nan,nan
2573.6276,nan,nan,nan,80.228,nan,nan,nan
2573.78,nan,nan,nan,84.4721,nan,nan,nan
2573.9324,nan,nan,nan,90.6771,nan,nan,nan
2574.0848,nan,nan,nan,90.3062,nan,nan,nan
2574.2372,nan,nan,nan,86.9944,nan,nan,nan
2574.3896,nan,nan,nan,88.8871,nan,nan,nan
2574.542,nan,nan,nan,93.1082,nan,nan,nan
2574.6944,nan,nan,nan,94.432,nan,nan,nan
2574.8468,nan,nan,nan,94.432,nan,nan,nan
2574.9992,nan,nan,nan,94.432,nan,nan,nan
2575.1516,nan,nan,nan,94.432,nan,nan,nan
2575.304,nan,nan,nan,94.432,nan,nan,nan
2575.4564,nan,nan,nan,94.432,nan,nan,nan
2575.6088,nan,nan,nan,94.432,nan,nan,nan
2575.7612,nan,nan,nan,94.4604,nan,nan,nan
2575.9136,nan,nan,nan,95.6723,nan,nan,nan
2576.066,nan,nan,nan,97.3726,nan,nan,nan
2576.2184,nan,nan,nan,97.885,nan,nan,nan
2576.3708,nan,nan,nan,97.8764,nan,nan,nan
2576.5232,nan,nan,nan,97.508,nan,nan,nan
2576.6756,nan,nan,nan,96.9722,nan,nan,nan
2576.828,nan,nan,nan,95.7628,nan,nan,nan
2576.9804,nan,nan,nan,94.3066,nan,nan,nan
2577.1328,nan,nan,nan,94.2346,nan,nan,nan
2577.2852,nan,nan,nan,94.7301,nan,nan,nan
2577.4376,nan,nan,nan,95.0287,nan,nan,nan
2577.59,nan,nan,nan,95.2246,nan,nan,nan
2577.7424,nan,nan,nan,94.4498,nan,nan,nan
2577.8948,nan,nan,nan,93.3201,nan,nan,nan
2578.0472,nan,nan,nan,93.7274,nan,nan,nan
2578.1996,nan,nan,nan,94.5407,nan,nan,nan
2578.352,nan,nan,nan,86.703,nan,nan,nan
2578.5044,nan,nan,nan,75.833,nan,nan,nan
2578.6568,nan,nan,nan,80.6729,nan,nan,nan
2578.8092,nan,nan,nan,91.4317,nan,nan,nan
2578.9616,nan,nan,nan,94.7575,nan,nan,nan
2579.114,nan,nan,nan,95.2032,nan,nan,nan
2579.2664,nan,nan,nan,95.9899,nan,nan,nan
2579.4188,nan,nan,nan,96.8563,nan,nan,nan
2579.5712,nan,nan,nan,95.6463,nan,nan,nan
2579.7236,nan,nan,nan,93.7325,nan,nan,nan
2579.876,nan,nan,nan,94.9588,nan,nan,nan
2580.0284,nan,nan,nan,97.3485,nan,nan,nan
2580.1808,nan,nan,nan,99.7382,nan,nan,nan
2580.3332,nan,nan,nan,101.9928,nan,nan,nan
2580.4856,nan,nan,nan,98.6066,nan,nan,nan
2580.638,nan,nan,nan,93.3131,nan,nan,nan
2580.7904,nan,nan,nan,93.5016,nan,nan,nan
2580.9428,nan,nan,nan,95.6236,nan,nan,nan
2581.0952,nan,nan,nan,96.6496,nan,nan,nan
2581.2476,nan,nan,nan,97.2953,nan,nan,nan
2581.4,nan,nan,nan,97.941,nan,nan,nan
2581.5524,nan,nan,nan,98.5867,nan,nan,nan
2581.7048,nan,nan,nan,99.2334,nan,nan,nan
2581.8572,nan,nan,nan,99.878,nan,nan,nan
2582.0096,nan,nan,nan,100.5237,nan,nan,nan
2582.162,nan,nan,nan,101.173,nan,nan,nan
2582.3144,nan,nan,nan,101.9768,nan,nan,nan
2582.4668,nan,nan,nan,102.749,nan,nan,nan
2582.6192,nan,nan,nan,100.1374,nan,nan,nan
2582.7716,nan,nan,nan,96.4736,nan,nan,nan
2582.924,nan,nan,nan,95.4711,nan,nan,nan
2583.0764,nan,nan,nan,95.315,nan,nan,nan
2583.2288,nan,nan,nan,94.298,nan,nan,nan
2583.3812,nan,nan,nan,92.8894,nan,nan,nan
2583.5336,nan,nan,nan,86.5146,nan,nan,nan
2583.686,nan,nan,nan,78.5517,nan,nan,nan
2583.8384,nan,nan,nan,70.6016,nan,nan,nan
2583.9908,nan,nan,nan,62.9421,nan,nan,nan
2584.1432,nan,nan,nan,67.3838,nan,nan,nan
2584.2956,nan,nan,nan,75.5552,nan,nan,nan
2584.448,nan,nan,nan,84.0617,nan,nan,nan
2584.6004,nan,nan,nan,92.6057,nan,nan,nan
2584.7528,nan,nan,nan,99.2037,nan,nan,nan
2584.9052,nan,nan,nan,104.6659,nan,nan,nan
2585.0576,nan,nan,nan,87.3153,nan,nan,nan
2585.21,nan,nan,nan,64.0365,nan,nan,nan
2585.3624,nan,nan,nan,73.4723,nan,nan,nan
2585.5148,nan,nan,nan,92.0369,nan,nan,nan
2585.6672,nan,nan,nan,96.233,nan,nan,nan
2585.8196,nan,nan,nan,96.3268,nan,nan,nan
2585.972,nan,nan,nan,96.4206,nan,nan,nan
2586.1244,nan,nan,nan,96.5144,nan,nan,nan
2586.2768,nan,nan,nan,96.608,nan,nan,nan
2586.4292,nan,nan,nan,96.7428,nan,nan,nan
2586.5816,nan,nan,nan,98.5789,nan,nan,nan
2586.734,nan,nan,nan,100.7977,nan,nan,nan
2586.8864,nan,nan,nan,99.5746,nan,nan,nan
2587.0388,nan,nan,nan,97.4242,nan,nan,nan
2587.1912,nan,nan,nan,95.2738,nan,nan,nan
2587.3436,nan,nan,nan,92.912,nan,nan,nan
2587.496,nan,nan,nan,81.7501,nan,nan,nan
2587.6484,nan,nan,nan,68.689,nan,nan,nan
2587.8008,nan,nan,nan,72.3927,nan,nan,nan
2587.9532,nan,nan,nan,80.4159,nan,nan,nan
2588.1056,nan,nan,nan,88.4391,nan,nan,nan
2588.258,nan,nan,nan,96.311,nan,nan,nan
2588.4104,nan,nan,nan,97.885,nan,nan,nan
2588.5628,nan,nan,nan,97.8198,nan,nan,nan
2588.7152,nan,nan,nan,95.0408,nan,nan,nan
2588.8676,nan,nan,nan,91.6608,nan,nan,nan
2589.02,nan,nan,nan,91.0603,nan,nan,nan
2589.1724,nan,nan,nan,91.1332,nan,nan,nan
2589.3248,nan,nan,nan,91.206,nan,nan,nan
2589.4772,nan,nan,nan,91.2911,nan,nan,nan
2589.6296,nan,nan,nan,91.8891,nan,nan,nan
2589.782,nan,nan,nan,92.6113,nan,nan,nan
2589.9344,nan,nan,nan,93.4406,nan,nan,nan
2590.0868,nan,nan,nan,94.2935,nan,nan,nan
2590.2392,nan,nan,nan,95.1557,nan,nan,nan
2590.3916,nan,nan,nan,95.9865,nan,nan,nan
2590.544,nan,nan,nan,95.4307,nan,nan,nan
2590.6964,nan,nan,nan,94.6001,nan,nan,nan
2590.8488,nan,nan,nan,95.16,nan,nan,nan
2591.0012,nan,nan,nan,95.9906,nan,nan,nan
2591.1536,nan,nan,nan,95.4264,nan,nan,nan
2591.306,nan,nan,nan,94.7593,nan,nan,nan
2591.4584,nan,nan,nan,102.2836,nan,nan,nan
2591.6108,nan,nan,nan,111.1715,nan,nan,nan
2591.7632,nan,nan,nan,105.7767,nan,nan,nan
2591.9156,nan,nan,nan,97.5394,nan,nan,nan
2592.068,nan,nan,nan,95.9091,nan,nan,nan
2592.2204,nan,nan,nan,95.601,nan,nan,nan
2592.3728,nan,nan,nan,94.5966,nan,nan,nan
2592.5252,nan,nan,nan,93.4494,nan,nan,nan
2592.6776,nan,nan,nan,92.304,nan,nan,nan
2592.83,nan,nan,nan,91.0963,nan,nan,nan
2592.9824,nan,nan,nan,87.3035,nan,nan,nan
2593.1348,nan,nan,nan,83.1326,nan,nan,nan
2593.2872,nan,nan,nan,83.6358,nan,nan,nan
2593.4396,nan,nan,nan,85.0313,nan,nan,nan
2593.592,nan,nan,nan,86.4268,nan,nan,nan
2593.7444,nan,nan,nan,87.9077,nan,nan,nan
2593.8968,nan,nan,nan,93.0452,nan,nan,nan
2594.0492,nan,nan,nan,98.7805,nan,nan,nan
2594.2016,nan,nan,nan,101.8409,nan,nan,nan
2594.354,nan,nan,nan,104.3631,nan,nan,nan
2594.5064,nan,nan,nan,104.3719,nan,nan,nan
2594.6588,nan,nan,nan,103.9389,nan,nan,nan
2594.8112,nan,nan,nan,103.5066,nan,nan,nan
2594.9636,nan,nan,nan,103.0281,nan,nan,nan
2595.116,nan,nan,nan,100.6301,nan,nan,nan
2595.2684,nan,nan,nan,97.9089,nan,nan,nan
2595.4208,nan,nan,nan,95.1877,nan,nan,nan
2595.5732,nan,nan,nan,92.4664,nan,nan,nan
2595.7256,nan,nan,nan,89.7452,nan,nan,nan
2595.878,nan,nan,nan,86.8256,nan,nan,nan
2596.0304,nan,nan,nan,75.6664,nan,nan,nan
2596.1828,nan,nan,nan,63.5798,nan,nan,nan
2596.3352,nan,nan,nan,67.168,nan,nan,nan
2596.4876,nan,nan,nan,73.1865,nan,nan,nan
2596.64,nan,nan,nan,79.2146,nan,nan,nan
2596.7924,nan,nan,nan,85.1439,nan,nan,nan
2596.9448,nan,nan,nan,87.7818,nan,nan,nan
2597.0972,nan,nan,nan,89.9295,nan,nan,nan
2597.2496,nan,nan,nan,92.0771,nan,nan,nan
2597.402,nan,nan,nan,94.2283,nan,nan,nan
2597.5544,nan,nan,nan,96.3725,nan,nan,nan
2597.7068,nan,nan,nan,98.5202,nan,nan,nan
2597.8592,nan,nan,nan,100.6678,nan,nan,nan
2598.0116,nan,nan,nan,102.7446,nan,nan,nan
2598.164,nan,nan,nan,101.7306,nan,nan,nan
2598.3164,nan,nan,nan,100.2855,nan,nan,nan
2598.4688,nan,nan,nan,97.9647,nan,nan,nan
2598.6212,nan,nan,nan,95.606,nan,nan,nan
2598.7736,nan,nan,nan,96.4814,nan,nan,nan
2598.926,nan,nan,nan,97.7273,nan,nan,nan
2599.0784,nan,nan,nan,97.0971,nan,nan,nan
2599.2308,nan,nan,nan,96.2688,nan,nan,nan
2599.3832,nan,nan,nan,96.9494,nan,nan,nan
2599.5356,nan,nan,nan,97.6264,nan,nan,nan
2599.688,nan,nan,nan,90.5159,nan,nan,nan
2599.8404,nan,nan,nan,82.5489,nan,nan,nan
2599.9928,nan,nan,nan,76.5862,nan,nan,nan
2600.1452,nan,nan,nan,71.0624,nan,nan,nan
2600.2976,nan,nan,nan,74.3673,nan,nan,nan
2600.45,nan,nan,nan,78.6397,nan,nan,nan
2600.6024,nan,nan,nan,82.1614,nan,nan,nan
2600.7548,nan,nan,nan,85.613,nan,nan,nan
2600.9072,nan,nan,nan,89.0502,nan,nan,nan
2601.0596,nan,nan,nan,92.5141,nan,nan,nan
2601.212,nan,nan,nan,97.1168,nan,nan,nan
2601.3644,nan,nan,nan,101.7987,nan,nan,nan
2601.5168,nan,nan,nan,104.5786,nan,nan,nan
2601.6692,nan,nan,nan,107.0406,nan,nan,nan
2601.8216,nan,nan,nan,104.5135,nan,nan,nan
2601.974,nan,nan,nan,101.6046,nan,nan,nan
2602.1264,nan,nan,nan,102.6545,nan,nan,nan
2602.2788,nan,nan,nan,104.0376,nan,nan,nan
2602.4312,nan,nan,nan,103.6275,nan,nan,nan
2602.5836,nan,nan,nan,103.0672,nan,nan,nan
2602.736,nan,nan,nan,103.022,nan,nan,nan
2602.8884,nan,nan,nan,102.9192,nan,nan,nan
2603.0408,nan,nan,nan,98.5536,nan,nan,nan
2603.1932,nan,nan,nan,93.8076,nan,nan,nan
2603.3456,nan,nan,nan,88.2894,nan,nan,nan
2603.498,nan,nan,nan,82.8175,nan,nan,nan
