DEPT [M],AC [US/F],CALI [IN],DEN [G/CC],GR [GAPI],NEU [%],RDEP [OHMM],RMED [OHMM]
167.6888,nan,nan,nan,50.5594,nan,2.8212,2.6752
167.8412,nan,nan,nan,51.8369,nan,2.8158,2.7372
167.9936,nan,nan,nan,52.7422,nan,2.8123,2.7727
168.146,nan,nan,nan,52.3315,nan,2.8066,2.7602
168.2984,nan,nan,nan,51.8019,nan,2.7991,2.7357
168.4508,nan,nan,nan,52.2771,nan,2.7916,2.7117
168.6032,nan,nan,nan,53.1026,nan,2.7841,2.6877
168.7556,nan,nan,nan,54.3044,nan,2.7771,2.6664
168.908,nan,nan,nan,56.6165,nan,2.7701,2.6563
169.0604,nan,nan,nan,58.0948,nan,2.7653,2.6578
169.2128,nan,nan,nan,57.6899,nan,2.7623,2.6622
169.3652,nan,nan,nan,56.7208,nan,2.7599,2.6662
169.5176,nan,nan,nan,55.7517,nan,2.7579,2.6725
169.67,nan,nan,nan,54.3852,nan,2.7559,2.6783
169.8224,nan,nan,nan,51.9269,nan,2.7522,2.6823
169.9748,nan,nan,nan,50.6856,nan,2.7489,2.6829
170.1272,nan,nan,nan,51.6897,nan,2.7469,2.6809
170.2796,nan,nan,nan,53.3436,nan,2.7454,2.6629
170.432,nan,nan,nan,54.855,nan,2.7444,2.6271
170.5844,nan,nan,nan,55.7446,nan,2.7417,2.5871
170.7368,nan,nan,nan,56.0612,nan,2.7371,2.5476
170.8892,nan,nan,nan,56.2381,nan,2.7304,2.5086
171.0416,nan,nan,nan,56.415,nan,2.723,2.4741
171.194,nan,nan,nan,56.6918,nan,2.7154,2.4558
171.3464,nan,nan,nan,57.4025,nan,2.7079,2.4514
171.4988,nan,nan,nan,58.5078,nan,2.7015,2.451
171.6512,nan,nan,nan,59.5309,nan,2.6961,2.451
171.8036,nan,nan,nan,59.7849,nan,2.6917,2.4516
171.956,nan,nan,nan,59.345,nan,2.6882,2.4567
172.1084,nan,nan,nan,58.7382,nan,2.6823,2.4629
172.2608,nan,nan,nan,58.4899,nan,2.6767,2.4679
172.4132,nan,nan,nan,59.6092,nan,2.6744,2.4765
172.5656,nan,nan,nan,61.3354,nan,2.6728,2.4869
172.718,nan,nan,nan,62.7025,nan,2.6696,2.4975
172.8704,nan,nan,nan,63.9052,nan,2.6656,2.5085
173.0228,nan,nan,nan,64.1804,nan,2.6622,2.5207
173.1752,nan,nan,nan,61.5334,nan,2.6586,2.5409
173.3276,nan,nan,nan,59.927,nan,2.6552,2.5677
173.48,nan,nan,nan,61.6326,nan,2.654,2.5963
173.6324,nan,nan,nan,64.2216,nan,2.6546,2.6241
173.7848,nan,nan,nan,64.4712,nan,2.6556,2.6452
173.9372,nan,nan,nan,62.3413,nan,2.6566,2.6598
174.0896,nan,nan,nan,59.6838,nan,2.6576,2.6807
174.242,nan,nan,nan,57.2883,nan,2.6586,2.6988
174.3944,nan,nan,nan,55.4268,nan,2.6602,2.7076
174.5468,nan,nan,nan,54.9325,nan,2.6616,2.7142
174.6992,nan,nan,nan,55.5697,nan,2.6626,2.7249
174.8516,nan,nan,nan,56.4702,nan,2.663,2.7385
175.004,nan,nan,nan,57.3706,nan,2.6636,2.7501
175.1564,nan,nan,nan,58.2712,nan,2.6646,2.7546
175.3088,nan,nan,nan,59.1716,nan,2.6656,2.7532
175.4612,nan,nan,nan,59.9032,nan,2.6666,2.7508
175.6136,nan,nan,nan,59.919,nan,2.667,2.7482
175.766,nan,nan,nan,59.3293,nan,2.6652,2.7452
175.9184,nan,nan,nan,58.6006,nan,2.6609,2.7428
176.0708,nan,nan,nan,57.8721,nan,2.6559,2.7401
176.2232,nan,nan,nan,57.322,nan,2.6509,2.7371
176.3756,nan,nan,nan,57.5261,nan,2.6459,2.7199
176.528,nan,nan,nan,58.3594,nan,2.6409,2.6951
176.6804,nan,nan,nan,59.3358,nan,2.6334,2.6791
176.8328,nan,nan,nan,60.7185,nan,2.6269,2.6675
176.9852,nan,nan,nan,63.1402,nan,2.6231,2.648
177.1376,nan,nan,nan,64.154,nan,2.6201,2.6239
177.29,nan,nan,nan,63.1642,nan,2.6159,2.5987
177.4424,nan,nan,nan,61.4483,nan,2.6102,2.5669
177.5948,nan,nan,nan,59.3602,nan,2.6042,2.5287
177.7472,nan,nan,nan,58.5987,nan,2.5982,2.49
177.8996,nan,nan,nan,58.7933,nan,2.5928,2.4551
178.052,nan,nan,nan,57.8148,nan,2.5872,2.4347
178.2044,nan,nan,nan,57.9871,nan,2.5812,2.4262
178.3568,nan,nan,nan,60.4226,nan,2.5752,2.4195
178.5092,nan,nan,nan,63.708,nan,2.5698,2.4125
178.6616,nan,nan,nan,64.651,nan,2.5674,2.4004
178.814,nan,nan,nan,63.2056,nan,2.5766,2.3847
178.9664,nan,nan,nan,60.9836,nan,2.6103,2.3732
179.1188,nan,nan,nan,58.4227,nan,2.6402,2.3642
179.2712,nan,nan,nan,57.0627,nan,2.6557,2.3487
179.4236,nan,nan,nan,56.5516,nan,2.6671,2.3304
179.576,nan,nan,nan,57.498,nan,2.6853,2.3117
179.7284,nan,nan,nan,59.4793,nan,2.7079,2.2992
179.8808,nan,nan,nan,60.2578,nan,2.7303,2.3097
180.0332,nan,nan,nan,59.814,nan,2.7517,2.3385
180.1856,nan,nan,nan,59.1057,nan,2.7655,2.3715
180.338,nan,nan,nan,58.3973,nan,2.7736,2.4052
180.4904,nan,nan,nan,57.689,nan,2.7799,2.4386
180.6428,nan,nan,nan,57.0541,nan,2.7866,2.471
180.7952,nan,nan,nan,56.7221,nan,2.7936,2.4991
180.9476,nan,nan,nan,56.6247,nan,2.8006,2.5377
181.1,nan,nan,nan,56.5774,nan,2.807,2.5682
181.2524,nan,nan,nan,56.5301,nan,2.8169,2.5839
181.4048,nan,nan,nan,56.4827,nan,2.821,2.596
181.5572,nan,nan,nan,56.4354,nan,2.8197,2.6153
181.7096,nan,nan,nan,56.1892,nan,2.8183,2.6383
181.862,nan,nan,nan,55.1261,nan,2.816,2.662
182.0144,nan,nan,nan,53.7574,nan,2.8137,2.686
182.1668,nan,nan,nan,53.5514,nan,2.811,2.7047
182.3192,nan,nan,nan,54.3227,nan,2.808,2.7026
182.4716,nan,nan,nan,55.2983,nan,2.805,2.6849
182.624,nan,nan,nan,55.9393,nan,2.8027,2.6645
182.7764,nan,nan,nan,55.2111,nan,2.8027,2.6445
182.9288,nan,nan,nan,53.9238,nan,2.8118,2.6238
183.0812,nan,nan,nan,54.3253,nan,2.8282,2.6041
183.2336,nan,nan,nan,56.141,nan,2.8462,2.615
183.386,nan,nan,nan,58.2474,nan,2.8642,2.6563
183.5384,nan,nan,nan,60.3543,nan,2.8952,2.689
183.6908,nan,nan,nan,61.522,nan,2.9213,2.7147
183.8432,nan,nan,nan,59.7189,nan,2.9396,2.7476
183.9956,nan,nan,nan,58.5821,nan,2.9566,2.7467
184.148,nan,nan,nan,59.4194,nan,2.9881,2.7156
184.3004,nan,nan,nan,60.7724,nan,3.0261,2.6786
184.4528,nan,nan,nan,61.6982,nan,3.0649,2.6422
184.6052,nan,nan,nan,60.8903,nan,3.1039,2.6165
184.7576,nan,nan,nan,58.8259,nan,3.1437,2.6342
184.91,nan,nan,nan,56.9681,nan,3.1802,2.6838
185.0624,nan,nan,nan,56.9696,nan,3.2056,2.7405
185.2148,nan,nan,nan,58.3078,nan,3.2224,2.7976
185.3672,nan,nan,nan,59.628,nan,3.2381,2.8895
185.5196,nan,nan,nan,59.7994,nan,3.2542,2.9548
185.672,nan,nan,nan,59.1513,nan,3.2807,3.0025
185.8244,nan,nan,nan,58.6224,nan,3.3012,3.0345
185.9768,nan,nan,nan,59.2271,nan,3.3172,3.0588
186.1292,nan,nan,nan,60.6343,nan,3.3325,3.0948
186.2816,nan,nan,nan,62.1982,nan,3.3476,3.1147
186.434,nan,nan,nan,63.7626,nan,3.4084,3.1173
186.5864,nan,nan,nan,65.1575,nan,3.5027,3.1163
186.7388,nan,nan,nan,65.8714,nan,3.5936,3.116
186.8912,nan,nan,nan,66.1098,nan,3.6403,3.116
187.0436,nan,nan,nan,66.2564,nan,3.6547,3.1153
187.196,nan,nan,nan,66.0222,nan,3.6634,3.115
187.3484,nan,nan,nan,64.2596,nan,3.6717,3.1143
187.5008,nan,nan,nan,61.865,nan,3.6804,3.1154
187.6532,nan,nan,nan,60.9714,nan,3.6887,3.1317
187.8056,nan,nan,nan,61.248,nan,3.6967,3.1466
187.958,nan,nan,nan,61.4474,nan,3.7112,3.1586
188.1104,nan,nan,nan,60.4512,nan,3.7225,3.167
188.2628,nan,nan,nan,59.0861,nan,3.7308,3.1733
188.4152,nan,nan,nan,59.3534,nan,3.7359,3.1837
188.5676,nan,nan,nan,60.8319,nan,3.7392,3.1964
188.72,nan,nan,nan,62.1057,nan,3.7414,3.2087
188.8724,nan,nan,nan,61.6612,nan,3.7413,3.2193
189.0248,nan,nan,nan,60.332,nan,3.741,3.222
189.1772,nan,nan,nan,59.8722,nan,3.741,3.2191
189.3296,nan,nan,nan,60.138,nan,3.7403,3.2158
189.482,nan,nan,nan,60.2884,nan,3.7393,3.2113
189.6344,nan,nan,nan,59.4509,nan,3.739,3.2078
189.7868,nan,nan,nan,57.957,nan,3.739,3.2041
189.9392,nan,nan,nan,56.7927,nan,3.7383,3.1971
190.0916,nan,nan,nan,57.4116,nan,3.738,3.1928
190.244,nan,nan,nan,59.2056,nan,3.7373,3.1905
190.3964,nan,nan,nan,60.8224,nan,3.7348,3.1885
190.5488,nan,nan,nan,60.8993,nan,3.7333,3.185
190.7012,nan,nan,nan,59.9693,nan,3.7315,3.181
190.8536,nan,nan,nan,59.1876,nan,3.7295,3.1778
191.006,nan,nan,nan,59.7018,nan,3.7268,3.1748
191.1584,nan,nan,nan,60.5253,nan,3.7238,3.1762
191.3108,nan,nan,nan,59.3973,nan,3.7208,3.18
191.4632,nan,nan,nan,57.03,nan,3.7178,3.184
191.6156,nan,nan,nan,55.1379,nan,3.7148,3.188
191.768,nan,nan,nan,54.5631,nan,3.7117,3.1927
191.9204,nan,nan,nan,54.6961,nan,3.7095,3.197
192.0728,nan,nan,nan,54.9431,nan,3.7037,3.201
192.2252,nan,nan,nan,55.1901,nan,3.6892,3.208
192.3776,nan,nan,nan,55.4371,nan,3.6676,3.2138
192.53,nan,nan,nan,55.684,nan,3.6295,3.2165
192.6824,nan,nan,nan,55.931,nan,3.6023,3.2178
192.8348,nan,nan,nan,56.178,nan,3.5803,3.2188
192.9872,nan,nan,nan,56.425,nan,3.5674,3.2198
193.1396,nan,nan,nan,56.672,nan,3.5566,3.2215
193.292,nan,nan,nan,56.9189,nan,3.538,3.2235
193.4444,nan,nan,nan,57.166,nan,3.5162,3.2255
193.5968,nan,nan,nan,57.4129,nan,3.4949,3.2275
193.7492,nan,nan,nan,57.6599,nan,3.4731,3.2295
193.9016,nan,nan,nan,57.9069,nan,3.4457,3.2308
194.054,nan,nan,nan,58.1538,nan,3.4159,3.231
194.2064,nan,nan,nan,58.4009,nan,3.3859,3.2225
194.3588,nan,nan,nan,58.7855,nan,3.3558,3.2092
194.5112,nan,nan,nan,59.7073,nan,3.3258,3.1836
194.6636,nan,nan,nan,60.9567,nan,3.2965,3.1662
194.816,nan,nan,nan,61.7126,nan,3.245,3.1514
194.9684,nan,nan,nan,60.3383,nan,3.2095,3.1426
195.1208,nan,nan,nan,58.4479,nan,3.1742,3.1356
195.2732,nan,nan,nan,59.3602,nan,3.1411,3.1231
195.4256,nan,nan,nan,62.3415,nan,3.1098,3.1091
195.578,nan,nan,nan,66.6175,nan,3.0459,3.081
195.7304,nan,nan,nan,70.7772,nan,2.9752,2.9988
195.8828,nan,nan,nan,72.2405,nan,2.9051,2.887
196.0352,nan,nan,nan,72.4624,nan,2.8366,2.7787
196.1876,nan,nan,nan,74.0568,nan,2.7693,2.6891
196.34,nan,nan,nan,76.6175,nan,2.7077,2.6119
196.4924,nan,nan,nan,78.6432,nan,2.6666,2.5368
196.6448,nan,nan,nan,78.0196,nan,2.6369,2.4641
196.7972,nan,nan,nan,76.1629,nan,2.6088,2.289
196.9496,nan,nan,nan,75.3178,nan,2.5808,2.1613
197.102,nan,nan,nan,75.4053,nan,2.5313,2.1128
197.2544,nan,nan,nan,76.3864,nan,2.4985,2.1044
197.4068,nan,nan,nan,76.8471,nan,2.4731,2.1016
197.5592,nan,nan,nan,75.4213,nan,2.4608,2.0962
197.7116,nan,nan,nan,78.8082,nan,2.4526,2.0902
197.864,nan,nan,nan,84.1236,nan,2.439,2.0842
198.0164,nan,nan,nan,83.1885,nan,2.4248,2.0782
198.1688,nan,nan,nan,78.3298,nan,2.4099,2.073
198.3212,nan,nan,nan,75.0706,nan,2.3957,2.0672
198.4736,nan,nan,nan,78.2481,nan,2.3817,2.0612
198.626,nan,nan,nan,79.5762,nan,2.3669,2.056
198.7784,nan,nan,nan,80.5456,nan,2.3527,2.051
198.9308,nan,nan,nan,82.1745,nan,2.3387,2.0451
199.0832,nan,nan,nan,82.0427,nan,2.3246,2.0359
199.2356,nan,nan,nan,80.777,nan,2.3106,2.0299
199.388,nan,nan,nan,79.3508,nan,2.2852,2.0249
199.5404,nan,nan,nan,77.9245,nan,2.2686,2.0216
199.6928,nan,nan,nan,76.4983,nan,2.2546,2.0194
199.8452,nan,nan,nan,75.072,nan,2.2471,2.0149
199.9976,nan,nan,nan,74.3017,nan,2.2403,2.0099
200.15,nan,nan,nan,76.0411,nan,2.2275,2.0082
200.3024,nan,nan,nan,78.4741,nan,2.2143,2.008
200.4548,nan,nan,nan,78.4548,nan,2.2005,2.0072
200.6072,nan,nan,nan,76.9867,nan,2.1873,2.007
200.7596,nan,nan,nan,75.3228,nan,2.1743,2.0062
200.912,nan,nan,nan,74.5223,nan,2.1613,2.006
201.0644,nan,nan,nan,77.0184,nan,2.1491,2.006
201.2168,nan,nan,nan,80.2037,nan,2.1362,2.0035
201.3692,nan,nan,nan,79.4364,nan,2.1232,1.9831
201.5216,nan,nan,nan,76.4088,nan,2.1102,1.9682
201.674,nan,nan,nan,74.7417,nan,2.0872,1.9602
201.8264,nan,nan,nan,78.8669,nan,2.073,1.954
201.9788,nan,nan,nan,83.6441,nan,2.066,1.9413
202.1312,nan,nan,nan,84.8485,nan,2.0591,1.9331
202.2836,nan,nan,nan,84.3412,nan,2.0756,1.9421
202.436,nan,nan,nan,83.7335,nan,2.2007,1.9599
202.5884,nan,nan,nan,83.5042,nan,2.3871,1.979
202.7408,nan,nan,nan,83.1603,nan,2.5729,2.0367
202.8932,nan,nan,nan,81.6476,nan,2.7107,2.2249
203.0456,nan,nan,nan,79.5084,nan,2.6736,2.4058
203.198,nan,nan,nan,77.2925,nan,2.5488,2.5514
203.3504,nan,nan,nan,75.0765,nan,2.4823,2.6924
203.5028,nan,nan,nan,72.8609,nan,2.6318,2.8242
203.6552,nan,nan,nan,69.5338,nan,2.7857,3.0487
203.8076,nan,nan,nan,63.6921,nan,2.8897,3.1148
203.96,nan,nan,nan,62.0757,nan,3.0727,3.126
204.1124,nan,nan,nan,63.4956,nan,3.1899,3.1176
204.2648,nan,nan,nan,65.3013,nan,3.2793,3.1057
204.4172,nan,nan,nan,67.1072,nan,3.2997,2.9936
204.5696,nan,nan,nan,68.1482,nan,3.3096,2.8722
204.722,nan,nan,nan,66.3039,nan,3.305,2.8816
204.8744,nan,nan,nan,63.6306,nan,3.2988,2.9599
205.0268,nan,nan,nan,63.1873,nan,3.292,3.0348
205.1792,nan,nan,nan,63.9534,nan,3.2858,3.0614
205.3316,nan,nan,nan,64.8544,nan,3.279,3.064
205.484,nan,nan,nan,65.2265,nan,3.2728,3.0597
205.6364,nan,nan,nan,63.6077,nan,3.2651,3.0417
205.7888,nan,nan,nan,61.5482,nan,3.2519,3.0156
205.9412,nan,nan,nan,61.4589,nan,3.2352,2.9668
206.0936,nan,nan,nan,61.9354,nan,3.2191,2.9374
206.246,nan,nan,nan,60.7739,nan,3.1891,2.9157
206.3984,nan,nan,nan,59.3494,nan,3.1484,2.8947
206.5508,nan,nan,nan,60.0862,nan,3.0845,2.8038
206.7032,nan,nan,nan,61.9278,nan,3.0165,2.6878
206.8556,nan,nan,nan,63.8835,nan,2.8661,2.5731
207.008,nan,nan,nan,65.1161,nan,2.7267,2.473
207.1604,nan,nan,nan,63.6407,nan,2.6502,2.4162
207.3128,nan,nan,nan,60.8517,nan,2.605,2.3792
207.4652,nan,nan,nan,59.2189,nan,2.563,2.3442
207.6176,nan,nan,nan,62.2456,nan,2.5209,2.31
207.77,nan,nan,nan,67.0013,nan,2.4798,2.276
207.9224,nan,nan,nan,70.8198,nan,2.4387,2.2428
208.0748,nan,nan,nan,71.3244,nan,2.3985,2.2098
208.2272,nan,nan,nan,70.262,nan,2.3594,2.1421
208.3796,nan,nan,nan,69.0515,nan,2.3203,2.0816
208.532,nan,nan,nan,68.6271,nan,2.2466,2.0305
208.6844,nan,nan,nan,71.1354,nan,2.2032,2.0268
208.8368,nan,nan,nan,75.0267,nan,2.1651,2.0288
208.9892,nan,nan,nan,78.3448,nan,2.144,2.0272
209.1416,nan,nan,nan,79.2878,nan,2.125,1.9437
209.294,nan,nan,nan,78.9745,nan,2.0871,1.8255
209.4464,nan,nan,nan,75.6341,nan,2.0435,1.7098
209.5988,nan,nan,nan,69.0678,nan,1.9976,1.5235
209.7512,nan,nan,nan,54.3249,nan,1.9525,1.0772
209.9036,nan,nan,nan,34.5548,nan,1.7874,0.8452
210.056,nan,nan,nan,26.7964,nan,1.3537,0.6896
210.2084,nan,nan,nan,25.7365,nan,1.1336,0.6452
210.3608,nan,nan,nan,25.2496,nan,1.048,0.6139
210.5132,nan,nan,nan,24.7626,nan,0.9784,0.5548
210.6656,nan,nan,nan,23.366,nan,0.9121,0.5136
210.818,nan,nan,nan,19.5726,nan,0.796,0.4491
210.9704,nan,nan,nan,17.8579,nan,0.7377,0.413
211.1228,nan,nan,nan,17.6529,nan,0.7011,0.3799
211.2752,nan,nan,nan,17.422,nan,0.6843,0.3405
211.4276,nan,nan,nan,16.6312,nan,0.6693,0.3096
211.58,nan,nan,nan,15.5897,nan,0.6424,0.2832
211.7324,nan,nan,nan,14.5294,nan,0.6152,0.27
211.8848,nan,nan,nan,13.7852,nan,0.5873,0.2607
212.0372,nan,nan,nan,14.2087,nan,0.5602,0.2526
212.1896,nan,nan,nan,15.1488,nan,0.535,0.2419
212.342,nan,nan,nan,16.1251,nan,0.5118,0.2244
212.4944,nan,nan,nan,16.8921,nan,0.4897,0.2055
212.6468,nan,nan,nan,16.8861,nan,0.4686,0.1901
212.7992,nan,nan,nan,16.5422,nan,0.4503,0.1853
212.9516,nan,nan,nan,16.1759,nan,0.4369,0.185
213.104,nan,nan,nan,15.8095,nan,0.4156,0.185
213.2564,nan,nan,nan,15.4432,nan,0.4047,0.185
213.4088,nan,nan,nan,15.0768,nan,0.4003,0.185
213.5612,nan,nan,nan,14.7104,nan,0.3953,0.185
213.7136,nan,nan,nan,14.3441,nan,0.3903,0.1841
213.866,nan,nan,nan,13.9777,nan,0.3956,0.1821
214.0184,nan,nan,nan,13.6924,nan,0.4072,0.1811
214.1708,nan,nan,nan,13.705,nan,0.4202,0.1791
214.3232,nan,nan,nan,13.844,nan,0.4332,0.179
214.4756,nan,nan,nan,13.9902,nan,0.4443,0.1837
214.628,nan,nan,nan,14.2563,nan,0.4554,0.1906
214.7804,nan,nan,nan,14.9622,nan,0.4673,0.1985
214.9328,nan,nan,nan,15.6364,nan,0.4793,0.2075
215.0852,nan,nan,nan,15.5272,nan,0.4913,0.2335
215.2376,nan,nan,nan,15.0874,nan,0.5053,0.2501
215.39,nan,nan,nan,14.631,nan,0.5439,0.2728
215.5424,nan,nan,nan,14.1746,nan,0.5821,0.2873
215.6948,nan,nan,nan,13.7181,nan,0.6771,0.3004
215.8472,nan,nan,nan,14.4007,nan,0.7391,0.3457
215.9996,nan,nan,nan,18.8112,nan,0.7992,0.4747
216.152,nan,nan,nan,23.3334,nan,0.8697,0.6983
216.3044,nan,nan,nan,28.8842,nan,0.9236,0.9396
216.4568,nan,nan,nan,33.6935,nan,0.9375,1.115
216.6092,nan,nan,nan,21.1539,nan,0.8221,1.0459
216.7616,nan,nan,nan,14.6607,nan,0.7077,0.8725
216.914,nan,nan,nan,14.1152,nan,0.6089,0.6516
217.0664,nan,nan,nan,13.7,nan,0.5415,0.4287
217.2188,nan,nan,nan,12.882,nan,0.5457,0.2661
217.3712,nan,nan,nan,11.9028,nan,0.5479,0.2245
217.5236,nan,nan,nan,10.918,nan,0.5364,0.1987
217.676,nan,nan,nan,11.2261,nan,0.5244,0.1877
217.8284,nan,nan,nan,15.7469,nan,0.5463,0.1889
217.9808,nan,nan,nan,20.334,nan,0.5422,0.1899
218.1332,nan,nan,nan,24.2716,nan,0.5371,0.1966
218.2856,nan,nan,nan,30.0694,nan,0.5108,0.2122
218.438,nan,nan,nan,40.2291,nan,0.4857,0.2501
218.5904,nan,nan,nan,44.0496,nan,0.5162,0.2644
218.7428,nan,nan,nan,44.4328,nan,0.7629,0.2746
218.8952,nan,nan,nan,45.2776,nan,0.9448,0.3616
219.0476,nan,nan,nan,48.1094,nan,1.0674,0.5938
219.2,nan,nan,nan,51.7079,nan,1.3462,0.693
219.3524,nan,nan,nan,55.3221,nan,1.6668,1.4933
219.5048,nan,nan,nan,59.8379,nan,1.8232,1.9383
219.6572,nan,nan,nan,67.6177,nan,1.9106,1.9587
219.8096,nan,nan,nan,74.7849,nan,1.9996,1.9757
219.962,nan,nan,nan,75.2487,nan,2.1075,1.9829
220.1144,nan,nan,nan,73.168,nan,2.1199,1.9889
220.2668,nan,nan,nan,71.7066,nan,2.1309,1.993
220.4192,nan,nan,nan,72.6145,nan,2.1359,1.996
220.5716,nan,nan,nan,74.4105,nan,2.1419,2.003
220.724,nan,nan,nan,75.8364,nan,2.1529,2.01
220.8764,nan,nan,nan,75.8924,nan,2.1649,2.017
221.0288,nan,nan,nan,75.4393,nan,2.1759,2.0231
221.1812,nan,nan,nan,74.983,nan,2.187,2.0311
221.3336,nan,nan,nan,74.5266,nan,2.197,2.0402
221.486,nan,nan,nan,74.0702,nan,2.202,2.0492
221.6384,nan,nan,nan,73.8429,nan,2.205,2.0592
221.7908,nan,nan,nan,74.442,nan,2.209,2.0682
221.9432,nan,nan,nan,75.3405,nan,2.212,2.0777
222.0956,nan,nan,nan,75.6547,nan,2.2192,2.0993
222.248,nan,nan,nan,73.8914,nan,2.2671,2.1092
222.4004,nan,nan,nan,71.3762,nan,2.2931,2.1152
222.5528,nan,nan,nan,69.2953,nan,2.3051,2.1205
222.7052,nan,nan,nan,68.7386,nan,2.3171,2.1315
222.8576,nan,nan,nan,68.7262,nan,2.3281,2.1426
223.01,nan,nan,nan,67.8832,nan,2.3361,2.1536
223.1624,nan,nan,nan,65.1024,nan,2.3421,2.1643
223.3148,nan,nan,nan,64.6554,nan,2.3501,2.1694
223.4672,nan,nan,nan,65.4351,nan,2.355,2.16
223.6196,nan,nan,nan,66.2147,nan,2.3529,2.145
223.772,nan,nan,nan,66.9916,nan,2.3479,2.1309
223.9244,nan,nan,nan,67.6023,nan,2.3419,2.1159
224.0768,nan,nan,nan,67.6505,nan,2.3346,2.1019
224.2292,nan,nan,nan,67.4955,nan,2.3155,2.0939
224.3816,nan,nan,nan,67.3539,nan,2.293,2.1656
224.534,nan,nan,nan,67.8366,nan,2.2496,2.2377
224.6864,nan,nan,nan,70.3855,nan,2.1914,2.2457
224.8388,nan,nan,nan,73.0559,nan,2.0882,2.2523
224.9912,nan,nan,nan,73.6405,nan,1.979,2.2419
225.1436,nan,nan,nan,73.23,nan,1.6592,2.1758
225.296,nan,nan,nan,72.0089,nan,1.3966,1.9281
225.4484,nan,nan,nan,70.4964,nan,1.2527,1.5396
225.6008,nan,nan,nan,68.984,nan,1.1488,1.2034
225.7532,nan,nan,nan,67.3413,nan,1.0519,0.9119
225.9056,nan,nan,nan,61.6643,nan,0.962,0.6835
226.058,nan,nan,nan,47.1616,nan,0.8782,0.6558
226.2104,nan,nan,nan,42.7217,nan,0.8022,0.7292
226.3628,nan,nan,nan,43.6216,nan,0.7575,0.9274
226.5152,nan,nan,nan,44.5215,nan,0.7977,1.4108
226.6676,nan,nan,nan,45.3542,nan,0.9054,1.91
226.82,nan,nan,nan,44.3983,nan,1.4046,2.0979
226.9724,nan,nan,nan,38.1219,nan,1.628,2.2097
227.1248,nan,nan,nan,37.4128,nan,1.8741,2.2558
227.2772,nan,nan,nan,55.3751,nan,2.0723,2.2972
227.4296,nan,nan,nan,64.2246,nan,2.2695,2.2811
227.582,nan,nan,nan,66.6557,nan,2.4386,2.1054
227.7344,nan,nan,nan,67.8773,nan,2.4907,2.0607
227.8868,nan,nan,nan,65.3786,nan,2.5447,2.0835
228.0392,nan,nan,nan,61.5882,nan,2.5966,2.1045
228.1916,nan,nan,nan,58.5365,nan,2.6456,2.1255
228.344,nan,nan,nan,57.7321,nan,2.6925,2.1467
228.4964,nan,nan,nan,57.6724,nan,2.7355,2.176
228.6488,nan,nan,nan,56.5741,nan,2.7604,2.2189
228.8012,nan,nan,nan,53.6868,nan,2.7643,2.2383
228.9536,nan,nan,nan,54.3199,nan,2.7145,2.1838
229.106,nan,nan,nan,56.6706,nan,2.5936,2.1495
229.2584,nan,nan,nan,59.6916,nan,2.5079,2.1365
229.4108,nan,nan,nan,62.7947,nan,2.4278,2.1281
229.5632,nan,nan,nan,60.0365,nan,2.3445,2.1459
229.7156,nan,nan,nan,54.9427,nan,2.2166,2.1747
229.868,nan,nan,nan,50.5109,nan,2.1054,2.1922
230.0204,nan,nan,nan,48.0129,nan,1.9784,2.1309
230.1728,nan,nan,nan,46.1643,nan,1.8222,1.917
230.3252,nan,nan,nan,43.7293,nan,1.618,1.6708
230.4776,nan,nan,nan,39.5985,nan,1.4699,1.4326
230.63,nan,nan,nan,34.9226,nan,1.3635,1.153
230.7824,nan,nan,nan,31.1034,nan,1.2914,0.8394
230.9348,nan,nan,nan,29.7331,nan,1.2319,0.7316
231.0872,nan,nan,nan,29.2775,nan,1.1803,0.8051
231.2396,nan,nan,nan,29.4928,nan,1.1454,0.6372
231.392,nan,nan,nan,30.245,nan,1.1057,0.5531
231.5444,nan,nan,nan,27.1763,nan,1.1286,0.5349
231.6968,nan,nan,nan,24.0072,nan,1.1711,0.6198
231.8492,nan,nan,nan,25.1878,nan,1.196,0.8364
232.0016,nan,nan,nan,27.898,nan,1.223,1.4654
232.154,nan,nan,nan,30.752,nan,1.2858,1.9271
232.3064,nan,nan,nan,35.7084,nan,1.408,2.1415
232.4588,nan,nan,nan,47.2899,nan,1.6294,2.2937
232.6112,nan,nan,nan,61.6564,nan,1.8127,2.3635
232.7636,nan,nan,nan,69.0005,nan,1.9052,2.4018
232.916,nan,nan,nan,70.3288,nan,1.9756,2.4154
233.0684,nan,nan,nan,70.3996,nan,2.0864,2.3845
233.2208,nan,nan,nan,70.4453,nan,2.269,2.3398
233.3732,nan,nan,nan,70.1654,nan,2.3462,2.2877
233.5256,nan,nan,nan,69.0096,nan,2.3699,2.2285
233.678,nan,nan,nan,67.5477,nan,2.4048,2.2217
233.8304,nan,nan,nan,66.0858,nan,2.4025,2.2206
233.9828,nan,nan,nan,64.6237,nan,2.3975,2.2178
234.1352,nan,nan,nan,63.291,nan,2.392,2.2103
234.2876,nan,nan,nan,63.5421,nan,2.382,2.2021
234.44,nan,nan,nan,67.8702,nan,2.3729,2.1962
234.5924,nan,nan,nan,72.5206,nan,2.3631,2.1917
234.7448,nan,nan,nan,74.2102,nan,2.3555,2.1935
234.8972,nan,nan,nan,74.8691,nan,2.3507,2.2031
235.0496,nan,nan,nan,75.5282,nan,2.3476,2.2019
