Name	Operator	Licence number	Intent	Purpose	Purpose - planned	Status	Type	Subsea	SPUD date	Completion date	Predrilled entry date	Predrilled completion date	Field	Drill permit	Discovery name	Discovery wellbore	KBE	Final vert. depth (TVD)	Terminal Depth	Water depth	Kick off  point [m RKB]	Location	Facility	Drilling facility type	Drilling facility category	Production facility	Licensing activity awarded in	Multilateral	Content - planned	Entry year	Completed year	Reclassified from/to wellbore	Plot symbol	Geodatum	Latitude	Longitude	Surface Y	Surface X	Quadrant	Block	Publication date	Release date	Code	COUNTRY
15/3-A-5	Statoil Petroleum AS	025 	PLUGGED	OBSERVATION	OBSERVATION	OIL	DEVELOPMENT	 NO	17.11.2011	18.05.2014	06.10.2011	08.10.2011	GUDRUN	3401-P	15/3-1 S GUDRUN	NO	53.2	5294.0	5919.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2011	2014		99	ED50  	58.845117	1.743803	6523636.08	427503.81	15	3	43880	18116481		NORWAY
15/3-A-5 A	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	27.06.2014	12.07.2014			GUDRUN	3746-P	15/3-1 S GUDRUN	NO	63.9	4240.0	4851.0	109.0	4572.0	NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2014	2014		50	ED50  	58.845117	1.743803	6523636.08	427503.81	15	3	43880	18116481		NORWAY
15/3-A-6	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS/CONDENSATE	DEVELOPMENT	 NO	21.10.2011	03.05.2014	06.09.2011	10.09.2011	GUDRUN	3402-P	15/3-1 S GUDRUN	NO	63.9	5040.0	5976.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	GAS/CONDENSATE	2011	2014		170	ED50  	58.845128	1.743839	6523637.28	427505.92	15	3	43880	18116481		NORWAY
15/3-A-7	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	13.11.2011	21.10.2014	09.10.2011	11.10.2011	GUDRUN	3403-P	15/3-1 S GUDRUN	NO	63.9	4231.0	4837.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2011	2014		50	ED50  	58.845147	1.743867	6523639.41	427507.56	15	3	43880	18116481		NORWAY
15/3-A-9	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	28.10.2011	08.03.2013	28.09.2011	30.09.2011	GUDRUN	3409-P	15/3-1 S GUDRUN	NO	53.2	4460.0	5706.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	GAS	2011	2013		90	ED50  	58.845097	1.743825	6523633.89	427505.05	15	3	43880	18116481		NORWAY
15/3-A-12	Statoil Petroleum AS	025 	PLUGGED	OBSERVATION	OBSERVATION	NOT APPLICABLE	DEVELOPMENT	 NO	15.10.2011	17.09.2012	01.10.2011	04.10.2011	GUDRUN	3404-P	15/3-1 S Gudrun	NO	53.2	4901.0	6180.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2011	2012		99	ED50  	58.845131	1.743936	6523637.48	427511.53	15	3	43880	18116481		NORWAY
15/3-A-13	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	09.11.2011	01.01.2015	12.09.2011	14.09.2011	GUDRUN	3405-P	15/3-1 S GUDRUN	NO	63.9	4277.0	5070.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2011	2015		50	ED50  	58.845078	1.743847	6523631.70	427506.29	15	3	43880	18116481		NORWAY
15/3-A-14	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	23.01.2015	14.06.2015	23.06.2013	25.06.2013	GUDRUN	3622-P	15/3-1 S Gudrun	NO	63.9	4139.0	5727.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	OIL	2015	2015		50	ED50  	58.845089	1.743883	6523632.90	427508.40	15	3	43880	18116481		NORWAY
15/3-A-16	Statoil Petroleum AS	025 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS/CONDENSATE	DEVELOPMENT	 NO	03.11.2011	30.07.2015	16.09.2011	18.09.2011	GUDRUN	3406-P	15/3-1 S GUDRUN	NO	63.9	4780.0	6635.0	109.0		NORTH SEA	WEST EPSILON	JACK-UP 3 LEGS	MOVEABLE	GUDRUN	2-A	NO	GAS/CONDENSATE	2011	2015		170	ED50  	58.845111	1.743958	6523635.29	427512.78	15	3	43880	18116481		NORWAY
15/5-A-5 H	Statoil ASA (old)	048 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	21.07.2003	19.08.2003			GLITNE	2306-P	15/5-5 Glitne	NO	52.0	2189.0	3840.0	111.5		NORTH SEA	MÆRSK INNOVATOR	JACK-UP 3 LEGS	MOVEABLE	15/5-A-5 H Glitne	Awarded additionally to round 3	NO	OIL	2003	2003		50	ED50  	58.712703	1.658431	6508989.07	422282.06	15	5	43904	1272071		NORWAY
15/5-A-7 H	Statoil ASA (old)	048 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	08.06.2007	30.08.2007			GLITNE	2857-P	15/5-5 Glitne	NO	22.0	2174.0	4360.0	109.0		NORTH SEA	OCEAN VANGUARD	SEMISUB STEEL	MOVEABLE	15/5-A-7 H Glitne	Awarded additionally to round 3	NO	OIL	2007	2007		50	ED50  	58.712514	1.631125	6509000.01	420699.94	15	5	43904	1272071		NORWAY
15/5-A-7 AH	Statoil Petroleum AS	048 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	11.05.2012	02.06.2012			GLITNE	3448-P	15/5-5 GLITNE	NO	25.0	2183.0	4122.0	109.0	1341.0	NORTH SEA	COSLPioneer	SEMISUB STEEL	MOVEABLE	15/5-A-7 H Glitne	Awarded additionally to round 3	NO	OIL	2012	2012		50	ED50  	58.712514	1.631125	6509000.01	420699.94	15	5	43904	1272071		NORWAY
15/5-B-1 H	Den norske stats oljeselskap a.s	048 B	P&A	INJECTION	INJECTION	WATER	DEVELOPMENT	YES	24.02.2001	08.03.2001			GLITNE	1909-P	15/5-5 Glitne	NO	25.0	2376.0	2376.0	110.0		NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/5-B-1 H Glitne	Awarded additionally to round 3	NO	WATER/GAS	2001	2001		173	ED50  	58.732894	1.642617	6511255.57	421411.55	15	5	43904	1272071		NORWAY
15/6-A-1 H	Den norske stats oljeselskap a.s	029 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	19.10.2000	09.01.2001			GLITNE	1875-P	15/5-5 Glitne	NO	25.0	2175.0	3891.0	111.5		NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-1 H Glitne	2-A	NO	OIL	2000	2001		50	ED50  	58.713028	1.668136	6509014.04	422844.98	15	6	43904	1272071		NORWAY
15/6-A-2 H	Den norske stats oljeselskap a.s	029 	P&A	OBSERVATION	OBSERVATION	NOT APPLICABLE	DEVELOPMENT	YES	28.10.2000	08.11.2000	18.10.2000	19.10.2000	GLITNE	1849-P	15/5-5 Glitne	NO	25.0	2324.0	2589.0	102.0		NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-2 H Glitne	2-A	NO	NOT APPLICABLE	2000	2000		99	ED50  	58.712872	1.668253	6508996.59	422851.39	15	6	43904	1272071		NORWAY
15/6-A-2 AH	Den norske stats oljeselskap a.s	029 	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	09.11.2000	11.12.2000			GLITNE	1850-P	15/5-5 Glitne	NO	25.0	2175.5	3866.0	102.0	2018.0	NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-2 H Glitne	2-A	NO	OIL	2000	2000		50	ED50  	58.712872	1.668253	6508996.59	422851.39	15	6	43904	1272071		NORWAY
15/6-A-3 H	Den norske stats oljeselskap a.s	029 	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	25.10.2000	29.11.2000	17.10.2000	18.10.2000	GLITNE	1847-P	15/5-5 Glitne	NO	25.0	2174.5	4225.0	111.5		NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-3 H Glitne	2-A	NO	OIL	2000	2000		50	ED50  	58.712947	1.668175	6509005.03	422847.05	15	6	43904	1272071		NORWAY
15/6-A-4 H	Den norske stats oljeselskap a.s	029 	P&A	OBSERVATION	PRODUCTION	NOT APPLICABLE	DEVELOPMENT	YES	20.01.2001	02.02.2001			GLITNE	1889-P	15/5-5 Glitne	NO	25.0	2242.0	2670.0	111.5		NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-4 H Glitne	2-A	NO	OIL	2001	2001		99	ED50  	58.712292	1.668233	6508931.97	422848.98	15	6	43904	1272071		NORWAY
15/6-A-4 AH	Den norske stats oljeselskap a.s	029 	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	03.02.2001	16.02.2001			GLITNE	2036-P	15/5-5 Glitne	NO	25.0	2180.0	4034.0	111.5	2228.0	NORTH SEA	BYFORD DOLPHIN	SEMISUB STEEL	MOVEABLE	15/6-A-4 H Glitne	2-A	NO	OIL	2001	2001		50	ED50  	58.712292	1.668233	6508931.97	422848.98	15	6	43904	1272071		NORWAY
15/6-A-6 Y1H	Statoil ASA (old)	029 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	09.04.2004	19.05.2004			GLITNE	2417-P1	15/5-5 GLITNE	NO	23.0	2170.0	4513.0	110.7		NORTH SEA	DEEPSEA BERGEN	SEMISUB STEEL	MOVEABLE	15/6-A-6 H Glitne	2-A	YES	OIL	2004	2004		50	ED50  	58.694053	1.673658	6506895.09	423123.06	15	6	43904	1272071		NORWAY
15/6-A-6 Y2H	Statoil ASA (old)	029 B	P&A	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	YES	20.05.2004	21.06.2004			GLITNE	2417-P2	15/5-5 GLITNE	NO	23.0	2181.0	4520.0	110.7	2737.0	NORTH SEA	DEEPSEA BERGEN	SEMISUB STEEL	MOVEABLE	15/6-A-6 H Glitne	2-A	YES	OIL	2004	2004		50	ED50  	58.694053	1.673658	6506895.09	423123.06	15	6	43904	1272071		NORWAY
15/6-B-1	Statoil Petroleum AS	029 C	SUSPENDED	OBSERVATION	OBSERVATION	NOT APPLICABLE	DEVELOPMENT	 NO	02.05.2018		09.05.2016	10.05.2016	GINA KROG	4055-P	15/5-1 Gina Krog	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	NOT APPLICABLE	2018	0		99	ED50  	58.572033	1.696856	6493283.61	424203.63	15	6	43892	23384544		NORWAY
15/6-B-1 A	Statoil Petroleum AS	029 C		PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO					GINA KROG	4056-P	15/5-1 GINA KROG	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE		2-A	NO	OIL	0	0		50	ED50  	58.572033	1.696856	6493283.61	424203.63	15	6	43892	23384544		NORWAY
15/6-B-2	Statoil Petroleum AS	029 C	PLUGGED	OBSERVATION	OBSERVATION	OIL	DEVELOPMENT	 NO	14.05.2016	23.01.2018	30.07.2015	01.08.2015	GINA KROG	3893-P	15/5-1 GINA KROG	NO	60.0	4186.0	6383.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	NOT APPLICABLE	2016	2018		99	ED50  	58.572044	1.696892	6493284.80	424205.75	15	6	43892	23384544		NORWAY
15/6-B-2 A	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	19.02.2018	10.04.2018			GINA KROG	3894-P	15/5-1 Gina Krog	NO	60.0	3917.0	7250.0	116.0	3688.0	NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2018	2018		50	ED50  	58.572044	1.696892	6493284.80	424205.75	15	6	43892	23384544		NORWAY
15/6-B-3	Statoil Petroleum AS	029 C	SUSPENDED	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	06.05.2018		20.07.2015	23.07.2015	GINA KROG	3895-P	15/5-1 Gina Krog	NO	65.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2018	0		50	ED50  	58.572150	1.696819	6493296.64	424201.78	15	6	43892	23384544		NORWAY
15/6-B-4	Statoil Petroleum AS	029 C	SUSPENDED	PRODUCTION	PRODUCTION		DEVELOPMENT	 NO	11.05.2018		28.04.2018	30.04.2018	GINA KROG	4639-P	15/5-1 Gina Krog	NO	65.5	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	GAS	2018	0		81	ED50  	58.572067	1.696964	6493287.20	424210.00	15	6	43892	23384544		NORWAY
15/6-B-6	Statoil Petroleum AS	029 C	PLUGGED	OBSERVATION	OBSERVATION	OIL	DEVELOPMENT	 NO	26.08.2015	10.12.2015	27.07.2015	28.07.2015	GINA KROG	3896-P	15/5-1 GINA KROG	NO	60.0	4061.0	5290.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2015	2015		99	ED50  	58.572108	1.696767	6493292.06	424198.62	15	6	43892	23384544		NORWAY
15/6-B-6 A	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	12.12.2015	08.01.2016			GINA KROG	3897-P	15/5-1 GINA KROG	NO	60.0	3856.0	6124.0	116.0	4567.0	NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2015	2016		50	ED50  	58.572014	1.696878	6493281.42	424204.88	15	6	43892	23384544		NORWAY
15/6-B-7	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS/CONDENSATE	DEVELOPMENT	 NO	01.09.2015	09.10.2015	03.08.2015	04.08.2015	GINA KROG	3898-P	15/5-1 GINA KROG	NO	60.0	3696.0	4496.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	GAS/CONDENSATE	2015	2015		170	ED50  	58.572119	1.696806	6493293.25	424200.91	15	6	43892	23384544		NORWAY
15/6-B-8	Statoil Petroleum AS	029 C	SUSPENDED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	03.08.2016		11.05.2016	12.05.2016	GINA KROG	4057-P	15/5-1 GINA KROG	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	GAS	2016	0		90	ED50  	58.572036	1.696950	6493283.81	424209.13	15	6	43892	23384544		NORWAY
15/6-B-9	Statoil Petroleum AS	029 C	PREDRILLED	INJECTION	INJECTION		DEVELOPMENT	 NO			28.07.2015	30.07.2015	GINA KROG	3899-P	15/5-1 GINA KROG	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE		2-A	NO		0	0		82	ED50  	58.572144	1.696878	6493295.95	424205.16	15	6	43892	23384544		NORWAY
15/6-B-11	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	13.07.2017	26.11.2017	07.08.2015	16.08.2015	GINA KROG	3900-P	15/5-1 GINA KROG	NO	60.0	3881.0	6779.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2017	2017		50	ED50  	58.572089	1.696792	6493289.87	424200.03	15	6	43892	23384544		NORWAY
15/6-B-12	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	23.05.2016	01.10.2017	10.05.2016	11.05.2016	GINA KROG	4058-P	15/5-1 GINA KROG	NO	60.0	3727.0	4103.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	GAS	2016	2017		90	ED50  	58.572006	1.696936	6493280.42	424208.26	15	6	43892	23384544		NORWAY
15/6-B-13	Statoil Petroleum AS	029 C	SUSPENDED	INJECTION	INJECTION	GAS	DEVELOPMENT	 NO	30.07.2016		07.05.2016	08.05.2016	GINA KROG	4059-P	15/5-1 GINA KROG	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE		2-A	NO	GAS	2016	0		91	ED50  	58.572017	1.696972	6493281.62	424210.38	15	6	43892	23384544		NORWAY
15/6-B-14	Statoil Petroleum AS	029 C	SUSPENDED	INJECTION	INJECTION	GAS	DEVELOPMENT	 NO	17.05.2016		04.08.2015	06.08.2015	GINA KROG	3901-P	15/5-1 GINA KROG	NO	60.0	0.0	0.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE		2-A	NO	GAS	2016	0		91	ED50  	58.572125	1.696900	6493293.76	424206.41	15	6	43892	23384544		NORWAY
15/6-B-16	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	23.08.2015	27.04.2016	25.07.2015	27.07.2015	GINA KROG	3902-P	15/5-1 GINA KROG	NO	60.0	3877.0	6745.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2015	2016		50	ED50  	58.572072	1.696814	6493287.98	424201.29	15	6	43892	23384544		NORWAY
15/6-B-17	Statoil Petroleum AS	029 C	PLUGGED	OBSERVATION	OBSERVATION	OIL	DEVELOPMENT	 NO	29.08.2015	01.03.2016	01.08.2015	02.08.2015	GINA KROG	3903-P	15/5-1 GINA KROG	NO	60.0	4044.0	6017.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2015	2016		99	ED50  	58.572083	1.696850	6493289.18	424203.42	15	6	43892	23384544		NORWAY
15/6-B-17 A	Statoil Petroleum AS	029 C	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	01.03.2016	17.03.2016			GINA KROG	3904-P	15/5-1 GINA KROG	NO	60.0	3877.0	6501.0	116.0	4488.0	NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE	GINA KROG	2-A	NO	OIL	2016	2016		50	ED50  	58.572083	1.696850	6493289.18	424203.42	15	6	43892	23384544		NORWAY
15/6-B-18	Statoil Petroleum AS	029 C	DRILLING	PRODUCTION	PRODUCTION	OIL	DEVELOPMENT	 NO	19.08.2015		23.07.2015	25.07.2015	GINA KROG	3905-P	15/5-1 Gina Krog	NO	60.0	3846.0	7942.0	116.0		NORTH SEA	MAERSK INTEGRATOR	JACK-UP 3 LEGS	MOVEABLE		2-A	NO	OIL	2015	0		50	ED50  	58.572094	1.696886	6493290.38	424205.54	15	6	43892	23384544		NORWAY
15/9-A-1	StatoilHydro ASA	046 					DEVELOPMENT	 NO					SLEIPNER ØST	2982-P	15/9-9 SLEIPNER ØST	NO	78.0	0.0	0.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO		0	0		0	ED50  	58.367394	1.908228	6470280.49	436127.09	15	9	43946	43478		NORWAY
15/9-A-2	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	29.08.1995	04.03.1996			GUNGNE	1063-P	15/9-15 Gungne	NO	78.0	2886.2	8561.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1995	1996		90	ED50  	58.367414	1.908250	6470282.63	436128.42	15	9	43922	43464		NORWAY
15/9-A-3	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	19.05.2000	09.01.2001	30.06.1994	01.07.1994	GUNGNE	1723-P	15/9-15 Gungne	NO	78.0	3017.0	7743.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	2000	2001		90	ED50  	58.367431	1.908272	6470284.47	436129.75	15	9	43922	43464		NORWAY
15/9-A-4	Den norske stats oljeselskap a.s	046 	CLOSED	INJECTION	INJECTION	GAS	DEVELOPMENT	 NO	15.01.2000	10.03.2000	28.06.1994	29.06.1994	SLEIPNER ØST	1683-P	15/9-9 Sleipner Øst	NO	78.0	2470.0	4780.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	2000	2000		91	ED50  	58.367450	1.908294	6470286.61	436131.09	15	9	43946	43478		NORWAY
15/9-A-5	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	28.08.1994	11.11.1994			SLEIPNER ØST	957-P	15/9-9 SLEIPNER ØST	NO	78.0	2500.0	3510.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1994	1994		90	ED50  	58.367225	1.908944	6470260.94	436168.71	15	9	43946	43478		NORWAY
15/9-A-6	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	14.09.1993	05.11.1993			SLEIPNER ØST	838-P	15/9-9 SLEIPNER ØST	NO	78.0	2563.0	2884.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1993	1993		90	ED50  	58.367400	1.908294	6470281.04	436131.00	15	9	43946	43478		NORWAY
15/9-A-7	Statoil ASA (old)	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	31.12.2001	26.01.2002	20.06.2001	21.06.2001	SLEIPNER ØST	2054-P	15/9-9 Sleipner Øst	NO	78.0	2487.0	3168.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	2001	2002		90	ED50  	58.367419	1.908308	6470283.20	436131.85	15	9	43946	43478		NORWAY
15/9-A-8	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	20.04.1995	28.05.1995			SLEIPNER ØST	1028-P	15/9-9 SLEIPNER ØST	NO	78.0	2981.0	3650.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1995	1995		90	ED50  	58.367439	1.908331	6470285.34	436133.18	15	9	43946	43478		NORWAY
15/9-A-9	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	23.05.1994	12.06.1994			SLEIPNER ØST	915-P	15/9-9 SLEIPNER ØST	NO	78.0	2439.0	2830.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1994	1994		90	ED50  	58.367372	1.908303	6470277.94	436131.44	15	9	43946	43478		NORWAY
15/9-A-10	Den norske stats oljeselskap a.s	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	05.08.1993	14.09.1993			SLEIPNER ØST	830-P	15/9-9 SLEIPNER ØST	NO	78.0	2575.0	2648.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1993	1993		90	ED50  	58.367389	1.908331	6470279.77	436133.09	15	9	43946	43478		NORWAY
15/9-A-11	Statoil ASA (old)	046 	CLOSED	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	01.07.2002	10.08.2002	23.06.2001	24.06.2001	SLEIPNER ØST	2142-P	15/9-9 Sleipner Øst	NO	78.0	2446.4	3098.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	2002	2002		90	ED50  	58.367408	1.908344	6470281.92	436133.94	15	9	43946	43478		NORWAY
15/9-A-12	Den norske stats oljeselskap a.s	046 	ONLINE/OPERATIONAL	PRODUCTION	PRODUCTION	GAS	DEVELOPMENT	 NO	08.07.1995	06.08.1995			SLEIPNER ØST	1045-P	15/9-9 SLEIPNER ØST	NO	78.0	2918.0	3310.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS	1995	1995		90	ED50  	58.367428	1.908367	6470284.07	436135.27	15	9	43946	43478		NORWAY
15/9-A-13	StatoilHydro ASA	046 	PLUGGED	OBSERVATION	OBSERVATION	NOT APPLICABLE	DEVELOPMENT	 NO	14.11.2008	02.01.2009			SLEIPNER ØST	2983-P	15/9-9 Sleipner Øst	NO	78.0	2561.0	4084.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS/CONDENSATE	2008	2009		99	ED50  	58.367358	1.908339	6470276.36	436133.52	15	9	43946	43478		NORWAY
15/9-A-13 A	StatoilHydro Petroleum AS	046 	CLOSED	PRODUCTION	PRODUCTION	GAS/CONDENSATE	DEVELOPMENT	 NO	06.01.2009	26.01.2009			SLEIPNER ØST	3036-P	15/9-9 SLEIPNER ØST	NO	78.0	2392.0	3787.0	82.0	3605.0	NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS/CONDENSATE	2009	2009		170	ED50  	58.367358	1.908339	6470276.36	436133.52	15	9	43946	43478		NORWAY
15/9-A-14	Statoil ASA (old)	046 	PLUGGED	PRODUCTION	PRODUCTION	GAS/CONDENSATE	DEVELOPMENT	 NO	09.08.2007	11.04.2008	25.06.2001	27.06.2001	SLEIPNER ØST	2879-P	15/9-9 SLEIPNER ØST	NO	78.0	2927.0	7030.0	82.0		NORTH SEA	SLEIPNER A	CONDEEP 4 SHAFTS	FIXED	SLEIPNER A	3	NO	GAS/CONDENSATE	2007	2008		170	ED50  	58.367378	1.908361	6470278.51	436134.86	15	9	43946	43478		NORWAY
